title,year,href,details,blurb,citations
Does size matter? A bioeconomic perspective on optimal harvesting when price is size-dependent,2011,https://cdnsciencepub.com/doi/abs/10.1139/f2011-093,"F Zimmermann, M Heino… - Canadian Journal of …, 2011 - cdnsciencepub.com","Body size is a key parameter influencing demographic characteristics of fish populations as well as market value of landed catch. Yet in bioeconomic modelling, body size is often an overlooked biological and economic parameter. Here we evaluate how size-dependent …",19
Does size matter? text and grammar revision for parsing social media data,2013,https://www.aclweb.org/anthology/W13-1101.pdf,"M Khan, M Dickinson, S Kübler - … of the Workshop on Language Analysis …, 2013 - aclweb.org","We explore improving parsing social media and other web data by altering the input data, namely by normalizing web text, and by revising output parses. We find that text normalization improves performance, though spell checking has more of a mixed impact. We …",19
Per-urethral endoscopic management of bladder stones: does size matter?,2003,https://www.liebertpub.com/doi/abs/10.1089/089277903769013694,"UV Sathaye - Journal of endourology, 2003 - liebertpub.com","Large urinary bladder stones occupying the whole lumen are still encountered. Conventionally, an open suprapubic cystolithotomy (SPCL) has been the accepted treatment of choice. The other method described is suprapubic percutaneous lithotripsy. The …",19
Does size matter? Venom proteomic and functional comparison between night adder species (Viperidae: Causus) with short and long venom glands,2018,https://www.sciencedirect.com/science/article/pii/S1532045618300590,"FCP Coimbra, J Dobson, CN Zdenek… - … and Physiology Part C …, 2018 - Elsevier","Night adders (Causus species within the Viperidae family) are amphibian specialists and a common source of snakebite in Africa. Some species are unique in that they have the longest venom glands of any viper, extending approximately 10% of the body length …",19
Does size really matter? Empirical evidence on group incentives,2002,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=385862,"C Adams - Empirical Evidence on Group Incentives (October 2002 …, 2002 - papers.ssrn.com","The paper empirically analyzes the economic theory and intuition that the"" free rider"" problem will overwhelm firm-wide incentives in large firms. Kandel and Lazear (1992) claim that in a simple model of an equitable partnership, Nash equilibrium effort levels fall with the …",19
Does size matter?,2012,https://journals.sagepub.com/doi/abs/10.1068/p7324,"R Sousa, JBJ Smeets, E Brenner - Perception, 2012 - journals.sagepub.com","For isolated objects in complete darkness, retinal image size contributes to distance judgments even if the true object size is unknown. Here we show that the same is true under more natural conditions. On a wide beach we positioned a red cube at 10–20 m distance …",18
Spermatoceles in adults: when does size matter?,2007,https://www.tandfonline.com/doi/abs/10.1080/01485010701730690,"TJ Walsh, KT Seeger, PJ Turek - Archives of andrology, 2007 - Taylor & Francis","Spermatoceles are benign cystic dilations of the epididymis. Despite their relatively common occurrence, it is not clear why or when men want this lesion treated. We present a single institution series of men undergoing spermatocelectomy. We describe the clinical …",18
Does size matter for horny beetles? A geometric morphometric analysis of interspecific and intersexual size and shape variation in Colophon haughtoni …,2016,https://link.springer.com/article/10.1007/s13127-016-0289-z,"T Eldred, C Meloro, C Scholtz, D Murphy… - Organisms Diversity & …, 2016 - Springer","Colophon is an understudied, rare and endangered stag beetle genus with all species endemic to isolated mountain peaks in South Africa's Western Cape. Geometric morphometrics was used to analyse intersexual and interspecific variation of size and shape …",18
Does size matter? The impact of screen size on stereoscopic 3DTV,2010,http://frederic.lopez.free.fr/3d/3DTV-DoesSizeMatter_IBC2010Award.pdf,"L Chauvier, K Murray, S Parnall, R Taylor… - IBC …, 2010 - frederic.lopez.free.fr","Stereoscopic 3DTV (S3DTV) continues to maintain a high level of interest and enthusiasm from consumers, content creators and now broadcasters too [9, 10, 11]. We expect to see S3DTV content for the home come from a wide range of sources. Several broadcasters have …",18
Detection of clonality in lymphoproliferations using PCR of the antigen receptor genes: does size matter?,2008,https://www.sciencedirect.com/science/article/pii/S0145212607001865,"RL Vargas, RE Felgar, PG Rothberg - Leukemia research, 2008 - Elsevier",A biopsy of a nasal mass that had morphologic and immunostaining features consistent with a B-cell lymphoma was studied for clonality using PCR of the IgH gene. An unexpectedly low molecular weight DNA fragment of approximately 140 bp (acceptable size limit: 250 …,18
Impact of a learning curve model in kidney transplantation on functional outcome and surgical complications in a small volume centre: does size really matter?,2012,https://link.springer.com/content/pdf/10.1007/s11255-012-0254-5.pdf,"G Fechner, I Seifert, S Hauser, SC Müller - International urology and …, 2012 - Springer",Purpose To evaluate surgical complications and functional results of deceased-donor renal transplantations (DDRT) in a small centre dependent on the surgeons level of experience and to derive a leaning-curve model for DDRT. Methods Three hundred and ninety-two …,18
Does size matter? A cautionary experiment on overoptimism in length-based bioresource assessment,2007,https://cdnsciencepub.com/doi/abs/10.1139/f07-076,"DB Fonseca, MRJ Sheehy - Canadian Journal of Fisheries and …, 2007 - cdnsciencepub.com",Il ya eu beaucoup de progrès récemment dans le développement des méthodes de détermination de l'âge basées sur la neurolipofuscine pour l'évaluation des stocks de crustacés. Les premières utilisations dans les pêches de homards et de crabes ont révélé …,17
Laparoscopic adrenalectomy for pheochromocytoma-does size matter? A single surgeon comparative study,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5071191/,"N Rao, R Ramachandran, N Tandon… - Translational …, 2016 - ncbi.nlm.nih.gov",Background Surgical difficulty in laparoscopic adrenalectomy for pheochromocytoma increases with tumor size. We compared single surgeon outcomes of laparoscopic adrenalectomy for pheochromocytomas in patients with tumors smaller or greater than 4 cm …,17
Mug shot exposure effects: Does size matter?,2009,https://link.springer.com/article/10.1007/s10979-008-9126-z,"MR Blunt, HA McAllister - Law and Human Behavior, 2009 - Springer","This research tested whether mug book size moderates mug shot exposure effects. Witnesses to a simulated theft searched either a small, a large, or no mug book, followed by a perpetrator-absent lineup containing a critical foil from the mug book. Contrary to …",17
"Does size matter in growth, productivity, employment and vulnerability/flexibility in Turkish manufacturing?",2005,https://www.tandfonline.com/doi/abs/10.1080/1468384042000339357,"R Erzan, A Filiztekin - Turkish Studies, 2005 - Taylor & Francis","This study analyzes growth, employment and productivity in the Turkish manufacturing industry with respect to industry and size, and scrutinizes the sensitivity of firms—with respect to the economic environment—depending on firm size. Panel data techniques are …",17
Patient factors affecting operative times for single-incision trans-axillary robotic-assisted (STAR) thyroid lobectomy: does size matter?,2012,https://link.springer.com/article/10.1245/s10434-011-1972-0,"CE Stevenson, DF Gardner, AC Grover - Annals of surgical oncology, 2012 - Springer","Background Single-incision, transaxillary, robotic-assisted (STAR) thyroid lobectomy using a robotic surgical system is a novel surgical approach that is extensively described in Korean patients. Some have suggested that this experience will not translate into the American …",17
